record_id,product_id,sku,connection_type,keyboard_type,switch_type,layout,backlight
phongvu_250512214,666235,250512214,Wireless,Mechanical,Red Switch,,
phongvu_250512216,666236,250512216,Wireless,Mechanical,Reaper switch,,
phongvu_250512220,666241,250512220,Wireless,Mechanical,Red Switch,,RGB
phongvu_250512224,666245,250512224,,Mechanical,Magnetic switch,,
phongvu_250512226,666247,250512226,Wireless,Mechanical,Brown Switch,,RGB
phongvu_250512230,666251,250512230,,Mechanical,magnetic switch,,
phongvu_250512232,666253,250512232,Wireless,Mechanical,Banana Switch,,RGB
phongvu_250512235,666268,250512235,,Mechanical,magnetic switch,,
phongvu_250512237,666259,250512237,"Bluetooth, Wireless, Wired",Mechanical,Brown Switch,,
phongvu_250512241,666268,250512241,,Mechanical,magnetic switch,,
phongvu_250512248,666268,250512248,,Mechanical,magnetic switch,,
phongvu_250512280,666207,250512280,Wireless,,,,
phongvu_250512288,666245,250512288,,Mechanical,Magnetic switch,,
phongvu_250521430,677467,250521430,Bluetooth,,,,
phongvu_250638596,716683,250638596,Wireless,Mechanical,,,
phongvu_250638602,716683,250638602,Wireless,Mechanical,,,
phongvu_250640736,719831,250640736,Wired,Mechanical,red switch,,
phongvu_250646093,725250,250646093,,Mechanical,Red switch,,
phongvu_250646095,725250,250646095,,Mechanical,Brown switch,,
phongvu_250646096,725252,250646096,,Mechanical,Dream switch,,
phongvu_250646156,725303,250646156,Wireless,Mechanical,,,
phongvu_250646158,725303,250646158,Wireless,Mechanical,,,
phongvu_250714105,753269,250714105,Wireless,,Wood Switch,,
phongvu_250714106,666215,250714106,Wireless,,Reaper Switch,,
phongvu_250714108,753273,250714108,Wireless,,Jadeite Switch,,
phongvu_250714109,753273,250714109,Wireless,,feather Switch,,
phongvu_250714110,753274,250714110,Wireless,,Reaper Switch,,
phongvu_250714111,753270,250714111,Wired,Mechanical,,,
phongvu_250714112,596358,250714112,Wireless,,Nimbus switch,,
phongvu_250714113,753276,250714113,Wireless,,vector Switch,,
phongvu_250714114,753274,250714114,Wireless,,Vein Switch,,
phongvu_250714115,753273,250714115,Wireless,,feather switch,,
phongvu_250716118,797258,250716118,Wireless,,,,
phongvu_250716137,755351,250716137,Wireless,,,,
phongvu_250716144,755351,250716144,Wireless,,,,
phongvu_250719876,759356,250719876,Wired,Mechanical,,,
phongvu_250719881,759360,250719881,Wired,Mechanical,Red Switch,,
phongvu_250719885,759365,250719885,Wireless,Mechanical,Obsidian Switch,,
phongvu_250804294,766907,250804294,,,,,
phongvu_250804295,766908,250804295,,,,,
phongvu_250804615,767228,250804615,,,,,
phongvu_250807890,770799,250807890,,Mechanical,,,
phongvu_250807895,770805,250807895,Wired,,,,
phongvu_250808336,771517,250808336,Wired,Mechanical,magnetic switch,,
phongvu_250808337,771517,250808337,Wired,Mechanical,magnetic switch,,
phongvu_250808338,771517,250808338,Wired,Mechanical,magnetic switch,,
phongvu_250808773,771990,250808773,Wireless,Mechanical,,,
phongvu_250808780,771990,250808780,Wireless,Mechanical,,,
phongvu_250809128,772394,250809128,Wireless,Mechanical,,,
phongvu_250900527,773096,250900527,,Mechanical,,TKL,
phongvu_250904048,776743,250904048,,Mechanical,Dream switch,,
phongvu_250904233,776929,250904233,,,,,
phongvu_250906255,778968,250906255,,Mechanical,,,
phongvu_250906261,778974,250906261,,Mechanical,,,
phongvu_250906283,778997,250906283,,Mechanical,,,
phongvu_250911672,784528,250911672,,,,,
phongvu_250911686,784552,250911686,Wireless,,,,
phongvu_250911696,784552,250911696,Wireless,,,,
phongvu_251005739,755351,251005739,Wireless,,,,
phongvu_251005760,792511,251005760,Wireless,Mechanical,,,
phongvu_251005762,792513,251005762,Wired,Mechanical,,,
phongvu_251005773,792526,251005773,Wireless,Mechanical,Storm Switch,,
phongvu_251005775,792526,251005775,Wireless,Mechanical,Snow Switch,,
phongvu_251011302,799440,251011302,Wired,Mechanical,,,
phongvu_251011303,799444,251011303,,Mechanical,,,
phongvu_251011307,799447,251011307,Wired,Mechanical,,,
phongvu_251011308,799448,251011308,Wireless,Mechanical,,,
phongvu_251012459,800640,251012459,,Mechanical,,,
phongvu_251012476,800656,251012476,,Mechanical,Reaper switch,,
phongvu_251012481,800656,251012481,,Mechanical,Reaper switch,,
phongvu_251014071,802307,251014071,Wireless,Mechanical,,,
phongvu_251014073,802307,251014073,Wireless,Mechanical,,,
phongvu_251017422,807305,251017422,Wireless,,,,
phongvu_251100567,811331,251100567,,,,,
phongvu_251103304,814010,251103304,Wired,Mechanical,,,
phongvu_251107186,818343,251107186,Wired,Mechanical,Blue Switch,,
phongvu_251107192,818353,251107192,Wired,Mechanical,,,
phongvu_251111625,822720,251111625,,Mechanical,,,
phongvu_251113496,824654,251113496,Wired,Mechanical,,,
phongvu_251202921,828556,251202921,Wireless,Mechanical,,,
phongvu_251202928,828556,251202928,Wireless,Mechanical,,,
phongvu_251202929,828557,251202929,Wireless,Mechanical,,,
phongvu_251207548,833432,251207548,Wireless,Mechanical,,,
phongvu_251207554,833433,251207554,Wireless,Mechanical,,,
phongvu_251207561,833432,251207561,Wireless,Mechanical,,,
phongvu_251211472,837865,251211472,Wired,Mechanical,,,
phongvu_251211500,837865,251211500,Wired,Mechanical,,,
phongvu_260102025,840868,260102025,Wireless,Mechanical,,,
phongvu_260102032,840878,260102032,Wireless,Mechanical,,,
phongvu_260102038,840878,260102038,Wireless,Mechanical,,,
phongvu_260102045,840884,260102045,Wireless,Mechanical,,,
phongvu_260102051,840884,260102051,Wireless,Mechanical,,,
phongvu_260102058,840897,260102058,Wired,Mechanical,,,
phongvu_260102065,840905,260102065,Wired,Mechanical,,,
phongvu_260102073,840919,260102073,Wired,Mechanical,,,
phongvu_260102078,840919,260102078,Wired,Mechanical,,,
phongvu_260102087,840927,260102087,Wired,Mechanical,,,
phongvu_260102092,840868,260102092,Wireless,Mechanical,,,
phongvu_260105213,844023,260105213,,,,,
phongvu_260105346,844156,260105346,,,,,
phongvu_260105472,844282,260105472,,,,,
phongvu_260105703,844512,260105703,Wireless,,,,
phongvu_260105709,844521,260105709,Wireless,,,,
phongvu_260200460,848787,260200460,Wired,Mechanical,Storm Switch,,
phongvu_260200465,848787,260200465,Wired,Mechanical,Snow Switch,,
phongvu_260201489,849887,260201489,Wired,Mechanical,,TKL,
phongvu_260201492,849845,260201492,Wired,,,,
phongvu_260201493,849848,260201493,Wired,Mechanical,,,
phongvu_260201498,849853,260201498,Wired,,,TKL,
phongvu_260201500,849852,260201500,Wireless,Mechanical,,,
phongvu_260201504,849858,260201504,Wired,Mechanical,,,
phongvu_260201505,849866,260201505,Wireless,Mechanical,,,
phongvu_260201508,849862,260201508,Wired,Mechanical,,,
phongvu_260201511,849865,260201511,Wired,Mechanical,,,
phongvu_260201512,850059,260201512,Wireless,Mechanical,,,
phongvu_260201514,849869,260201514,Wired,Mechanical,,,
phongvu_260201518,849865,260201518,Wired,Mechanical,,,
phongvu_260201519,849873,260201519,Wired,Mechanical,,TKL,
phongvu_260201526,849865,260201526,Wired,Mechanical,,,
phongvu_260201527,849880,260201527,Wireless,Mechanical,,TKL,
phongvu_260201532,849884,260201532,Wired,Mechanical,,,
phongvu_260201533,849887,260201533,Wired,Mechanical,,TKL,
phongvu_260202537,850893,260202537,Wireless,Mechanical,,,
phongvu_260202540,850898,260202540,Wired,Mechanical,,,
phongvu_260300912,853597,260300912,Wired,,Red switch,,
phongvu_260300931,853597,260300931,Wired,,Red switch,,
phongvu_260301633,854326,260301633,Wireless,Mechanical,Creamsicle Switch,,
phongvu_260301646,854338,260301646,Wireless,Mechanical,Latte Switch,,
phongvu_260301653,854338,260301653,Wireless,Mechanical,Latte Switch,,
phongvu_260301659,854350,260301659,,Mechanical,Magnetic Switch,,
phongvu_260301665,854357,260301665,,Mechanical,Magetic Switch,,
phongvu_260301672,854370,260301672,,Mechanical,Magnetic Switch,,
phongvu_260301679,854370,260301679,,Mechanical,Magnetic Switch,,
phongvu_260304418,857434,260304418,Wireless,Mechanical,Pink Switch,,
phongvu_260304420,857421,260304420,Wireless,Mechanical,Pink Switch,,
phongvu_260304426,857434,260304426,Wireless,Mechanical,Pink Switch,,
phongvu_260304429,857428,260304429,Wired,Mechanical,Pink Switch,,
phongvu_260304434,857434,260304434,Wireless,Mechanical,Pink Switch,,
phongvu_260304435,857448,260304435,Wireless,Mechanical,Piano Switch,,
phongvu_260304436,857421,260304436,Wireless,Mechanical,Pink Switch,,
phongvu_260304440,857421,260304440,Wireless,Mechanical,Pink Switch,,
phongvu_260304441,857448,260304441,Wireless,Mechanical,Piano Switch,,
phongvu_260304446,857448,260304446,Wireless,Mechanical,Piano Switch,,
phongvu_260304448,857421,260304448,Wireless,Mechanical,Pink Switch,,
phongvu_260400554,860362,260400554,Wired,Mechanical,,,
phongvu_260400556,860335,260400556,Wireless,Mechanical,Red Switch,,
phongvu_260400561,860341,260400561,Wireless,Mechanical,Red Switch,,
phongvu_260400566,860349,260400566,Wired,Mechanical,Magnetic Switch,,
phongvu_260400569,860352,260400569,Wireless,Mechanical,,,
phongvu_260400574,860362,260400574,Wired,Mechanical,,,
phongvu_260402858,862666,260402858,Wired,,Magnetic Switch,,
phongvu_260402865,862679,260402865,Wired,,Gaming Switch,,
phongvu_260402871,862679,260402871,Wired,,Gaming Switch,,
phongvu_260402878,862685,260402878,Wired,,Pro Switch,,RGB
phongvu_260402889,862710,260402889,Wired,,Zenith Switch,,
phongvu_260402896,862710,260402896,Wired,,Zenith Switch,,
phongvu_260402903,862710,260402903,Wired,,Zenith Switch,,
phongvu_260402909,862730,260402909,Wired,,BrightBlade Switch,,
phongvu_260402916,862730,260402916,Wired,,BrightBlade Switch,,
phongvu_260402923,862730,260402923,Wired,,Iceblade Switch,,
phongvu_260402931,862730,260402931,Wired,,Iceblade Switch,,
phongvu_260402937,862730,260402937,Wired,,Iceblade Switch,,
phongvu_260402944,862666,260402944,Wired,,Magnetic Switch,,
phongvu_260402950,862666,260402950,Wired,,Magnetic Switch,,
phongvu_260501476,869636,260501476,Wired,,,,
phongvu_260503903,872090,260503903,Wireless,,,,
phongvu_260503948,872134,260503948,Wired,Mechanical,Purple Switch,,
phongvu_260508559,876965,260508559,Wired,Mechanical,Tactile switch,TKL,
phongvu_260508565,876971,260508565,Wired,Mechanical,Tactile switch,TKL,
phongvu_260508572,876971,260508572,Wired,Mechanical,Tactile switch,TKL,
phongvu_260508591,876965,260508591,Wired,Mechanical,Tactile switch,TKL,
phongvu_260602174,879810,260602174,Wireless,Mechanical,Anya switch,,
phongvu_260602233,879810,260602233,Wireless,Mechanical,Anya switch,,
phongvu_260602604,880225,260602604,Wireless,,,,
phongvu_260603134,880761,260603134,,Membrane/Hybrid,,,
phongvu_260603142,880768,260603142,,Mechanical,Red Switch,,
phongvu_260700036,881523,260700036,Wireless,,Clicky switch,TKL,
phongvu_260700037,881523,260700037,Wireless,,Linear switch,TKL,
phongvu_260701742,883328,260701742,Wireless,,,,
phongvu_260701766,883322,260701766,Wired,Mechanical,Magnetic switch,,
phongvu_260701771,883328,260701771,Wireless,,,,
phongvu_260703465,885309,260703465,Wired,Mechanical,,,
phongvu_260703471,885309,260703471,Wired,Mechanical,,,
phongvu_260704559,886577,260704559,Wireless,Mechanical,X3 switch,,
phongvu_260704560,886579,260704560,Wireless,Mechanical,Pegasus Switch,,
phongvu_260704562,886576,260704562,Wired,Mechanical,Pink switch,,
phongvu_260704566,886579,260704566,Wireless,Mechanical,Pegasus Switch,,
phongvu_260704567,886594,260704567,Wireless,Mechanical,Magnetic switch,,
phongvu_260704568,886586,260704568,Wireless,Mechanical,V3 switch,,
phongvu_260704572,886586,260704572,Wireless,Mechanical,Barbie switch,,
phongvu_260704574,886594,260704574,Wireless,Mechanical,Magnetic switch,,
phongvu_260704578,886577,260704578,Wireless,Mechanical,Seascape switch,,
phongvu_260704579,886576,260704579,Wired,Mechanical,Blue switch,,
phongvu_260704580,886594,260704580,Wireless,Mechanical,Magnetic switch,,
phongvu_260704584,886577,260704584,Wireless,Mechanical,Panda switch,,
phongvu_260704586,886576,260704586,Wired,Mechanical,Blue switch,,
phongvu_260704588,886586,260704588,Wireless,Mechanical,V3 switch,,
phongvu_260704590,886577,260704590,Wireless,Mechanical,Mint switch,,
phongvu_260704592,886607,260704592,Wireless,Mechanical,Red switch,,
phongvu_260704594,886576,260704594,Wired,Mechanical,Pink switch,,
phongvu_260705968,888152,260705968,Wireless,Mechanical,Snow switch,,
phongvu_260705975,888152,260705975,Wireless,Mechanical,Storm switch,,
phongvu_260705982,888172,260705982,Wired,Mechanical,,,
phongvu_260705989,888172,260705989,Wired,Mechanical,,,
phongvu_260705996,888179,260705996,Wireless,Mechanical,,,
phongvu_260706004,888187,260706004,Wireless,Mechanical,,,
phongvu_260706013,888201,260706013,Wireless,Mechanical,,,
phongvu_260706019,888201,260706019,Wireless,Mechanical,,,
phongvu_260801467,890620,260801467,Wired,Mechanical,Iceblade Switch,,
phongvu_260801471,890620,260801471,Wired,Mechanical,Iceblade Switch,,
phongvu_260801479,890620,260801479,Wired,Mechanical,Iceblade Switch,,
phongvu_260801487,890620,260801487,Wired,Mechanical,Iceblade Switch,,
phongvu_260801491,890629,260801491,Wireless,Mechanical,Mechanical Switch,,
phongvu_260801497,890649,260801497,Wired,Mechanical,,,
phongvu_260801503,890649,260801503,Wired,Mechanical,,,
phongvu_260801510,890649,260801510,Wired,Mechanical,,,
phongvu_260801541,890687,260801541,Wireless,Mechanical,,,
phongvu_260801555,890705,260801555,Wired,Mechanical,Iceblade Switch,,
phongvu_260801556,890705,260801556,Wired,Mechanical,Iceblade Switch,,
phongvu_260803512,892714,260803512,Wireless,Mechanical,Sakura Switch,,
phongvu_260803519,892714,260803519,Wireless,Mechanical,Sakura Switch,,
phongvu_260803537,892748,260803537,Wireless,Mechanical,magnetic switch,,
phongvu_260803538,892736,260803538,Wireless,Mechanical,Red Switch,,
phongvu_260803544,892748,260803544,Wireless,Mechanical,magnetic switch,,
phongvu_260803545,892742,260803545,Wired,Mechanical,Red Switch,,
phongvu_260803549,892748,260803549,Wireless,Mechanical,magnetic switch,,
phongvu_260803550,892755,260803550,Wireless,Mechanical,Nebula Switch,,
phongvu_260803556,892761,260803556,Wireless,Mechanical,White switch,,
phongvu_260803557,892755,260803557,Wireless,Mechanical,Nebula Switch,,
phongvu_260803563,892761,260803563,Wireless,Mechanical,White switch,,
phongvu_260803564,892762,260803564,Wireless,Mechanical,Red Switch,,
phongvu_260803569,892768,260803569,Wired,Mechanical,Brown switch,,
phongvu_260803570,892769,260803570,Wireless,,,,
phongvu_260803576,892774,260803576,Wireless,Mechanical,Raindrop switch,,
phongvu_260803577,892775,260803577,Wireless,Mechanical,Red Switch,,
phongvu_260803583,892781,260803583,Wired,Mechanical,Magnetic Switch,,
phongvu_260805896,895198,260805896,Wireless,Mechanical,Vector switch,,
phongvu_260805905,895222,260805905,Wireless,Mechanical,Candy Switch,,
phongvu_260805913,895222,260805913,Wireless,Mechanical,Candy Switch,,
phongvu_260805919,895222,260805919,Wireless,Mechanical,Candy Switch,,
phongvu_260901678,897069,260901678,,,,,
phongvu_260901686,897076,260901686,,Membrane/Hybrid,,,
phongvu_260901693,897090,260901693,,Membrane/Hybrid,,,
phongvu_260901700,897090,260901700,,Membrane/Hybrid,,,
phongvu_260901708,897098,260901708,Wireless,Mechanical,,,
phongvu_260901715,897120,260901715,Wireless,Mechanical,,,
phongvu_260901722,897120,260901722,Wireless,Mechanical,,,
phongvu_260901729,897120,260901729,Wireless,Mechanical,,,
